run_id,agent_id,timestamp,task_category,user_query,query_length_tokens,prompt_complexity_score,domain,planner_type,model_name,memory_enabled,memory_tokens_used,tool_count_available,selected_tools,reasoning_steps,tool_calls_made,latency_seconds,input_tokens,output_tokens,total_tokens,estimated_cost_usd,retrieval_hits,retrieval_quality_score,context_relevance_score,hallucination_risk_score,final_success,failure_type,failure_reason,answer_quality_score,user_satisfaction_score
run_0007104,agent_042,2026-02-05 07:27:59,research_qa,What does the latest travel research say about this question?,20,2,travel,ReAct,claude-sonnet,True,128,14,email_send;rag_retrieve,1,2,1.04,3672,40,3712,0.011616,16.0,0.8148,0.6561,,True,Success,completed within budget,0.5979,4.0
run_0007105,agent_045,2026-01-04 05:40:28,data_analysis,Analyze the education data and summarize the main trends,50,3,education,Tree-of-Thought,gpt-4o,False,0,22,crm_lookup;file_reader;calculator;web_search,3,0,0.89,1748,73,1821,0.0051,7.0,0.53,0.6696,0.5999,True,Success,completed within budget,0.433,3.0
run_0007106,agent_028,2026-03-11 18:42:24,research_qa,What does the latest tech_support research say about this question?,73,3,tech_support,ReAct,llama-3.3-70b,True,204,37,api_call;calendar;rag_retrieve,6,4,0.81,1181,99,1280,0.000775,3.0,0.4492,0.5044,0.5168,True,Success,resolved on first attempt,0.5367,
run_0007107,agent_011,2026-01-17 14:02:23,data_analysis,Analyze the ecommerce data and summarize the main trends,39,6,ecommerce,Plan-and-Execute,qwen2.5-7b,True,160,14,email_send;api_call;rag_retrieve;crm_lookup,10,11,1.76,1943,79,2022,0.000404,9.0,0.8255,0.875,0.447,True,Success,completed within budget,0.7143,4.0
run_0007108,agent_025,2026-02-10 03:26:03,code_generation,Write and debug a tech_support script for this task,53,4,tech_support,ReAct,gemini-flash,True,165,13,email_send,5,2,1.47,1509,83,1592,0.000138,5.0,0.2981,0.411,0.3336,False,Retrieval Failure,retrieved passages were off-topic,0.4331,3.0
run_0007109,agent_017,2026-03-21 04:17:44,customer_support,Help resolve this travel customer issue end to end,70,8,travel,Plan-and-Execute,claude-sonnet,False,0,6,web_search;crm_lookup;file_reader,3,6,0.75,1165,104,1269,0.005055,4.0,0.5024,0.4627,0.6828,False,Hallucination,fabricated a numeric value,0.2933,2.0
run_0007110,agent_033,2026-03-08 10:13:33,research_qa,What does the latest general research say about this question?,88,6,general,Single-shot,llama-3.3-70b,False,0,3,chart_gen;email_send,6,5,0.91,392,69,461,0.000286,0.0,,0.486,0.7261,False,Tool Failure,tool schema mismatch on arguments,0.3446,3.0
run_0007111,agent_007,2026-03-24 02:59:32,summarization,Summarize these travel documents into a short brief,44,6,travel,Plan-and-Execute,claude-sonnet,True,288,38,calculator;file_reader;rag_retrieve;web_search,5,2,1.69,1780,27,1807,0.005745,6.0,0.4259,0.3704,0.5106,False,API Error,upstream provider 5xx,0.2109,2.0
run_0007112,agent_011,2026-01-21 00:56:38,research_qa,What does the latest legal research say about this question?,85,7,legal,ReAct,gpt-4o-mini,False,0,6,email_send;api_call;vector_search;web_search;calculator,9,12,3.29,2539,108,2647,0.000446,11.0,,0.6219,0.5434,True,Success,resolved on first attempt,0.4035,
run_0007113,agent_015,2026-03-11 15:12:26,code_generation,Write and debug a finance script for this task,47,8,finance,Single-shot,gpt-4o,True,83,32,chart_gen;calendar;api_call;rag_retrieve;file_reader,6,5,1.31,1430,101,1531,0.004585,5.0,0.5947,0.5939,0.6645,False,Planning Error,looped without making progress,0.191,2.0
run_0007114,agent_049,2026-01-10 08:50:18,multi_step_workflow,Run the full education workflow across the connected tools,27,2,education,ReAct,gpt-4o-mini,False,0,23,calendar,5,2,0.72,328,55,383,8.2e-05,0.0,,0.4412,0.5206,True,Success,completed within budget,0.6862,5.0
run_0007115,agent_031,2026-02-02 07:30:19,code_generation,Write and debug a travel script for this task,155,5,travel,Single-shot,llama-3.3-70b,True,258,39,email_send,8,3,2.19,711,52,763,0.000461,0.0,,0.562,0.5921,True,Success,resolved on first attempt,0.4289,3.0
run_0007116,agent_016,2026-03-30 13:28:04,extraction,Extract the structured fields from these healthcare records,90,6,healthcare,ReAct,gpt-4o-mini,False,0,3,calendar;chart_gen;email_send,8,9,0.49,397,48,445,8.8e-05,0.0,,0.4539,0.5892,True,Success,resolved on first attempt,0.3174,3.0
run_0007117,agent_005,2026-02-04 01:27:46,customer_support,Help resolve this healthcare customer issue end to end,44,7,healthcare,ReAct,claude-sonnet,False,0,38,code_exec;chart_gen;sql_query;file_reader;email_send,9,6,0.81,344,210,554,0.004182,0.0,,0.5919,0.7028,True,Success,resolved on first attempt,0.5047,4.0
run_0007118,agent_001,2026-03-24 08:21:37,code_generation,Write and debug a tech_support script for this task,75,4,tech_support,Reflexion,gpt-4o-mini,True,562,20,web_search;api_call,5,0,1.3,1000,77,1077,0.000196,0.0,,,0.441,True,Success,goal satisfied,0.477,3.0
run_0007119,agent_013,2026-02-05 07:55:59,extraction,Extract the structured fields from these education records,120,6,education,Reflexion,gpt-4o-mini,True,179,6,file_reader;api_call;chart_gen;vector_search;calculator,7,7,1.02,911,212,1123,0.000264,2.0,0.3246,0.4424,0.5966,False,Planning Error,looped without making progress,0.2422,3.0
run_0007120,agent_034,2026-01-27 20:46:20,research_qa,What does the latest legal research say about this question?,67,5,legal,ReAct,llama-3.3-70b,True,162,21,crm_lookup;calculator;vector_search;chart_gen,8,4,4.16,1442,191,1633,0.001002,5.0,0.515,0.5726,0.5087,True,Success,resolved on first attempt,0.5861,4.0
run_0007121,agent_045,2026-03-17 21:38:34,research_qa,What does the latest education research say about this question?,49,7,education,ReAct,llama-3.3-70b,False,0,7,vector_search;chart_gen;web_search,5,1,1.7,698,197,895,0.000567,2.0,0.5479,0.5435,0.7585,True,Success,resolved on first attempt,0.4396,3.0
run_0007122,agent_015,2026-01-24 17:43:00,data_analysis,Analyze the general data and summarize the main trends,93,6,general,ReAct,llama-3.3-70b,True,245,7,chart_gen;vector_search;api_call;calendar,7,8,0.42,792,65,857,0.000519,1.0,0.1462,0.1255,0.6798,True,Success,resolved on first attempt,0.4372,4.0
run_0007123,agent_025,2026-03-11 15:57:03,research_qa,What does the latest ecommerce research say about this question?,111,5,ecommerce,ReAct,claude-sonnet,True,105,28,crm_lookup;chart_gen;calculator,5,4,1.15,510,132,642,0.00351,0.0,,0.6581,0.4388,True,Success,goal satisfied,0.8411,5.0
run_0007124,agent_010,2026-02-05 03:39:58,extraction,Extract the structured fields from these tech_support records,58,4,tech_support,ReAct,gpt-4o,True,692,22,rag_retrieve;sql_query;crm_lookup;web_search;calendar,3,1,1.89,1974,139,2113,0.006325,5.0,0.6016,0.6987,0.4495,True,Success,resolved on first attempt,0.6249,4.0
run_0007125,agent_005,2026-03-04 22:22:23,code_generation,Write and debug a ecommerce script for this task,90,5,ecommerce,Single-shot,gpt-4o-mini,False,0,11,rag_retrieve;code_exec;api_call;web_search;file_reader;calculator,4,2,1.41,1566,61,1627,0.000271,6.0,0.5074,,0.4869,True,Success,goal satisfied,0.3262,3.0
run_0007126,agent_007,2026-02-09 14:13:47,extraction,Extract the structured fields from these ecommerce records,100,6,ecommerce,Reflexion,llama-3.3-70b,True,330,16,crm_lookup;web_search;rag_retrieve;chart_gen,9,4,1.61,1056,68,1124,0.000677,2.0,0.5156,0.4732,0.599,True,Success,completed within budget,0.659,4.0
run_0007127,agent_027,2026-03-23 08:13:13,research_qa,What does the latest legal research say about this question?,25,4,legal,ReAct,llama-3.3-70b,True,154,7,crm_lookup;calculator;code_exec;api_call;rag_retrieve,5,4,0.95,1599,111,1710,0.001031,7.0,0.7671,,0.3114,True,Success,goal satisfied,0.5557,3.0
run_0007128,agent_032,2026-03-15 19:20:41,research_qa,What does the latest legal research say about this question?,80,1,legal,ReAct,gpt-4o-mini,False,0,19,crm_lookup,3,1,0.65,381,38,419,8e-05,0.0,,0.5806,0.342,True,Success,completed within budget,0.5189,3.0
run_0007129,agent_017,2026-01-24 21:24:47,extraction,Extract the structured fields from these finance records,48,6,finance,Plan-and-Execute,llama-3.3-70b,True,313,19,,2,0,0.87,679,40,719,0.000432,0.0,,0.5568,0.5836,True,Success,resolved on first attempt,0.4638,3.0
run_0007130,agent_017,2026-02-20 16:04:29,data_analysis,Analyze the legal data and summarize the main trends,85,8,legal,ReAct,claude-sonnet,True,197,26,chart_gen;sql_query;vector_search;web_search,10,8,3.11,2262,137,2399,0.008841,10.0,0.4941,0.5697,0.5744,False,Timeout,step budget exhausted before completion,0.2923,3.0
run_0007131,agent_010,2026-01-31 03:22:20,code_generation,Write and debug a education script for this task,45,6,education,ReAct,gpt-4o,False,0,10,web_search;calculator;file_reader;rag_retrieve,5,8,1.67,1216,84,1300,0.00388,5.0,0.4009,0.2869,0.7046,False,Tool Failure,external tool raised an exception,0.2827,2.0
run_0007132,agent_037,2026-02-28 00:53:59,multi_step_workflow,Run the full ecommerce workflow across the connected tools,22,4,ecommerce,ReAct,gemini-flash,False,0,3,api_call;code_exec;email_send,8,8,1.23,321,64,385,4.3e-05,0.0,,0.4984,0.4605,True,Success,completed within budget,0.5839,3.0
run_0007133,agent_028,2026-01-09 00:29:42,multi_step_workflow,Run the full finance workflow across the connected tools,89,5,finance,Tree-of-Thought,gemini-flash,False,0,23,vector_search;email_send;sql_query;crm_lookup;calculator;rag_retrieve;web_search,10,5,1.77,990,111,1101,0.000108,3.0,0.5126,0.685,0.6705,True,Success,goal satisfied,0.5249,
run_0007134,agent_047,2026-01-18 00:03:41,extraction,Extract the structured fields from these tech_support records,61,7,tech_support,Plan-and-Execute,llama-3.3-70b,False,0,9,crm_lookup;sql_query;email_send;rag_retrieve,10,8,1.93,742,72,814,0.000495,2.0,0.2362,0.1492,0.7908,False,Hallucination,fabricated a numeric value,0.1835,2.0
run_0007135,agent_028,2026-02-16 01:12:07,research_qa,What does the latest finance research say about this question?,15,1,finance,Single-shot,gpt-4o,False,0,6,code_exec;web_search,2,3,0.96,2148,67,2215,0.00604,9.0,0.9491,0.9695,0.236,True,Success,resolved on first attempt,0.7606,4.0
run_0007136,agent_018,2026-02-05 13:43:37,planning,Draft a step-by-step plan for this ecommerce objective,70,3,ecommerce,Plan-and-Execute,qwen2.5-7b,False,0,7,rag_retrieve;calendar;chart_gen;crm_lookup;sql_query;calculator,1,0,0.8,1926,135,2061,0.000412,8.0,0.6134,0.5325,0.486,True,Success,completed within budget,0.5696,3.0
run_0007137,agent_017,2026-03-19 07:16:44,multi_step_workflow,Run the full healthcare workflow across the connected tools,64,3,healthcare,ReAct,qwen2.5-7b,False,0,34,,5,0,1.06,370,27,397,7.9e-05,0.0,,0.5716,0.4452,True,Success,resolved on first attempt,0.4789,4.0
run_0007138,agent_037,2026-02-28 10:21:53,data_analysis,Analyze the tech_support data and summarize the main trends,49,3,tech_support,ReAct,gpt-4o,False,0,24,calculator;vector_search;web_search;calendar,3,2,1.29,929,36,965,0.002682,3.0,0.5631,0.5459,0.4386,True,Success,completed within budget,0.536,4.0
run_0007139,agent_027,2026-03-15 14:45:23,multi_step_workflow,Run the full finance workflow across the connected tools,62,6,finance,Single-shot,claude-sonnet,False,0,34,calculator;api_call,5,6,0.73,360,91,451,0.002445,0.0,,0.5259,0.5746,False,Hallucination,cited a source that does not exist,0.0541,2.0
run_0007140,agent_010,2026-02-15 07:01:28,multi_step_workflow,Run the full general workflow across the connected tools,64,8,general,Plan-and-Execute,gpt-4o-mini,False,0,17,api_call;calculator;crm_lookup;file_reader;chart_gen;email_send,10,3,25.74,371,81,452,0.000104,0.0,,0.5938,0.7059,True,Success,resolved on first attempt,0.3944,3.0
run_0007141,agent_039,2026-03-31 10:14:56,summarization,Summarize these finance documents into a short brief,39,4,finance,Plan-and-Execute,gpt-4o-mini,True,646,28,api_call,2,0,1.46,2667,41,2708,0.000425,9.0,0.8422,0.62,,True,Success,resolved on first attempt,0.4611,3.0
run_0007142,agent_041,2026-01-31 17:41:43,research_qa,What does the latest healthcare research say about this question?,46,2,healthcare,Plan-and-Execute,claude-sonnet,False,0,9,api_call;rag_retrieve,4,4,1.4,2170,166,2336,0.009,9.0,0.5859,0.5911,0.4412,True,Success,completed within budget,0.7081,4.0
run_0007143,agent_043,2026-01-08 14:43:41,research_qa,What does the latest general research say about this question?,90,4,general,ReAct,qwen2.5-7b,True,187,27,rag_retrieve;calculator;code_exec;calendar;api_call;crm_lookup,2,0,0.99,1637,182,1819,0.000364,5.0,0.4512,0.4099,0.5471,False,Hallucination,asserted an unsupported fact,0.4674,3.0
run_0007144,agent_044,2026-02-27 20:48:24,planning,Draft a step-by-step plan for this general objective,29,5,general,ReAct,gpt-4o-mini,True,692,10,email_send;web_search;code_exec;sql_query;file_reader;calendar;api_call,8,3,1.67,992,97,1089,0.000207,0.0,,0.6097,0.4137,True,Success,completed within budget,0.6456,4.0
run_0007145,agent_010,2026-03-21 05:41:50,data_analysis,Analyze the tech_support data and summarize the main trends,32,5,tech_support,Single-shot,claude-sonnet,True,84,23,calendar;chart_gen;sql_query;email_send;api_call,6,2,1.01,407,114,521,0.002931,0.0,,0.5605,0.5039,True,Success,completed within budget,0.6148,4.0
run_0007146,agent_033,2026-03-03 00:03:24,summarization,Summarize these travel documents into a short brief,59,7,travel,ReAct,claude-sonnet,True,270,17,crm_lookup;chart_gen;code_exec;calendar;api_call,9,8,1.85,1537,57,1594,0.005466,5.0,0.3659,0.3072,0.5203,True,Success,goal satisfied,0.5451,4.0
run_0007147,agent_041,2026-02-02 12:17:21,data_analysis,Analyze the general data and summarize the main trends,47,5,general,Tree-of-Thought,gemini-flash,True,265,37,api_call;email_send;sql_query;crm_lookup;calendar;chart_gen,5,0,1.95,1582,118,1700,0.000154,6.0,0.6095,0.4996,0.4476,False,Timeout,step budget exhausted before completion,,2.0
run_0007148,agent_040,2026-01-28 17:05:28,data_analysis,Analyze the tech_support data and summarize the main trends,51,5,tech_support,Plan-and-Execute,llama-3.3-70b,True,514,13,api_call;vector_search;file_reader,2,2,0.47,839,78,917,0.000557,0.0,0.3182,0.2174,0.58,False,Hallucination,asserted an unsupported fact,0.1427,2.0
run_0007149,agent_036,2026-03-10 12:24:48,research_qa,What does the latest ecommerce research say about this question?,73,6,ecommerce,ReAct,claude-sonnet,False,0,32,file_reader;vector_search;web_search;calculator;email_send;api_call,6,2,1.16,769,132,901,0.004287,2.0,0.3581,0.3463,0.7654,False,Tool Failure,tool schema mismatch on arguments,0.0523,2.0
run_0007150,agent_026,2026-02-09 09:45:08,data_analysis,Analyze the general data and summarize the main trends,155,7,general,Tree-of-Thought,llama-3.3-70b,False,0,3,chart_gen;calculator;sql_query,9,9,1.32,463,78,541,0.000335,0.0,,0.3925,0.6846,True,Success,completed within budget,0.3656,3.0
run_0007151,agent_042,2026-01-28 21:00:37,planning,Draft a step-by-step plan for this general objective,119,7,general,Single-shot,gpt-4o-mini,True,138,31,calendar;chart_gen;vector_search,9,1,2.16,1200,108,1308,0.000245,4.0,0.5938,0.7108,0.4498,True,Success,goal satisfied,0.4762,3.0
run_0007152,agent_028,2026-02-05 17:15:57,multi_step_workflow,Run the full finance workflow across the connected tools,26,9,finance,ReAct,gpt-4o-mini,False,0,23,web_search;rag_retrieve;crm_lookup;calculator,7,4,1.82,1448,172,1620,0.00032,6.0,0.4509,0.3489,0.76,False,Planning Error,skipped a required precondition,0.0872,2.0
run_0007153,agent_002,2026-02-09 21:03:30,code_generation,Write and debug a education script for this task,43,5,education,ReAct,gpt-4o,False,0,21,crm_lookup;code_exec;chart_gen;web_search;api_call,8,4,1.35,341,65,406,0.001502,0.0,,0.543,0.5508,True,Success,resolved on first attempt,0.3965,3.0
run_0007154,agent_030,2026-01-11 05:55:36,summarization,Summarize these legal documents into a short brief,72,6,legal,ReAct,llama-3.3-70b,True,348,39,vector_search;crm_lookup;email_send;calculator;api_call,8,8,1.48,1008,82,1090,0.000659,2.0,0.3648,0.5759,0.5342,True,Success,goal satisfied,0.6157,4.0
run_0007155,agent_003,2026-01-30 20:54:22,data_analysis,Analyze the tech_support data and summarize the main trends,42,5,tech_support,Reflexion,qwen2.5-7b,False,0,19,,3,0,1.22,340,42,382,7.6e-05,0.0,,0.5804,0.504,True,Success,completed within budget,0.5033,3.0
run_0007156,agent_015,2026-02-12 19:29:27,summarization,Summarize these finance documents into a short brief,87,5,finance,Plan-and-Execute,llama-3.3-70b,False,0,20,sql_query;chart_gen,6,9,1.29,380,67,447,0.000277,0.0,,0.4228,0.4974,True,Success,goal satisfied,0.3621,
run_0007157,agent_007,2026-03-29 18:34:16,summarization,Summarize these general documents into a short brief,53,7,general,ReAct,gemini-flash,False,0,12,api_call;chart_gen;vector_search;sql_query;rag_retrieve;code_exec,6,4,2.15,708,54,762,6.9e-05,2.0,0.1107,0.1606,0.7953,True,Success,goal satisfied,0.3614,3.0
run_0007158,agent_042,2026-02-27 04:02:32,code_generation,Write and debug a finance script for this task,69,5,finance,ReAct,llama-3.3-70b,True,899,30,sql_query;rag_retrieve;code_exec,5,3,1.43,1713,61,1774,0.001059,2.0,,0.5086,0.5011,True,Success,completed within budget,0.5701,4.0
run_0007159,agent_014,2026-03-15 21:03:57,extraction,Extract the structured fields from these travel records,106,7,travel,ReAct,gemini-flash,False,0,4,crm_lookup;chart_gen;file_reader;calculator,9,4,0.97,404,93,497,5.8e-05,0.0,,0.4119,0.6732,False,Planning Error,looped without making progress,0.4006,3.0
run_0007160,agent_014,2026-01-30 02:15:18,extraction,Extract the structured fields from these legal records,54,3,legal,Reflexion,gpt-4o-mini,False,0,10,sql_query;web_search,8,2,1.4,1362,31,1393,0.000223,5.0,0.725,0.8442,0.3913,True,Success,completed within budget,0.681,4.0
run_0007161,agent_048,2026-02-20 12:09:14,planning,Draft a step-by-step plan for this healthcare objective,108,6,healthcare,Tree-of-Thought,llama-3.3-70b,False,0,5,calendar;sql_query;calculator,9,13,0.82,408,97,505,0.000317,0.0,,0.3036,0.5818,False,Planning Error,skipped a required precondition,0.2211,2.0
run_0007162,agent_019,2026-01-29 20:31:48,multi_step_workflow,Run the full ecommerce workflow across the connected tools,91,6,ecommerce,Plan-and-Execute,claude-sonnet,False,0,29,email_send;calculator,8,3,1.39,401,74,475,0.002313,0.0,,0.4211,0.617,True,Success,completed within budget,0.5174,3.0
run_0007163,agent_036,2026-01-08 13:35:32,customer_support,Help resolve this ecommerce customer issue end to end,15,2,ecommerce,ReAct,gpt-4o-mini,True,256,23,crm_lookup,2,2,1.4,593,64,657,0.000127,0.0,,0.474,0.3957,True,Success,goal satisfied,0.2817,3.0
run_0007164,agent_009,2026-03-10 01:11:11,customer_support,Help resolve this ecommerce customer issue end to end,85,7,ecommerce,ReAct,gemini-flash,True,314,12,chart_gen;rag_retrieve;code_exec;sql_query;calendar,9,3,2.39,1497,138,1635,0.000154,5.0,0.5931,0.4918,0.4078,False,Hallucination,fabricated a numeric value,0.148,2.0
run_0007165,agent_026,2026-01-22 06:51:32,extraction,Extract the structured fields from these healthcare records,58,4,healthcare,Single-shot,gemini-flash,True,152,23,web_search,9,5,1.87,538,370,908,0.000151,0.0,,0.5844,0.3211,True,Success,goal satisfied,0.549,3.0
run_0007166,agent_027,2026-03-07 23:16:53,customer_support,Help resolve this healthcare customer issue end to end,42,2,healthcare,Plan-and-Execute,gemini-flash,True,594,16,api_call;email_send;calendar;file_reader;code_exec;chart_gen;rag_retrieve,3,6,1.72,1878,36,1914,0.000152,5.0,0.8952,0.8514,0.2289,True,Success,completed within budget,0.6237,4.0
run_0007167,agent_049,2026-03-26 23:33:46,data_analysis,Analyze the general data and summarize the main trends,25,7,general,ReAct,claude-sonnet,True,739,5,chart_gen;email_send,8,8,2.18,1110,76,1186,0.00447,0.0,,0.5867,0.4719,True,Success,completed within budget,0.4258,
run_0007168,agent_005,2026-03-30 11:28:43,multi_step_workflow,Run the full legal workflow across the connected tools,89,4,legal,Single-shot,llama-3.3-70b,False,0,13,email_send;rag_retrieve;file_reader,3,4,1.21,1208,61,1269,0.000761,4.0,0.3182,0.3092,0.456,True,Success,completed within budget,0.5844,4.0
run_0007169,agent_023,2026-01-18 07:46:52,multi_step_workflow,Run the full ecommerce workflow across the connected tools,46,6,ecommerce,Tree-of-Thought,llama-3.3-70b,True,308,17,vector_search;chart_gen;sql_query,2,3,1.29,2250,89,2339,0.001398,9.0,0.5895,0.6027,0.3447,True,Success,completed within budget,0.5982,4.0
run_0007170,agent_046,2026-01-11 07:38:34,research_qa,What does the latest general research say about this question?,86,3,general,Single-shot,gpt-4o-mini,True,123,10,code_exec;sql_query,2,1,1.97,1772,28,1800,0.000283,6.0,0.9212,0.8121,0.1174,True,Success,goal satisfied,0.6977,
run_0007171,agent_003,2026-03-03 14:48:19,data_analysis,Analyze the education data and summarize the main trends,43,4,education,Reflexion,llama-3.3-70b,True,179,34,chart_gen;email_send;calculator,4,0,0.92,501,61,562,0.000344,0.0,,0.4882,0.4864,True,Success,goal satisfied,0.4752,4.0
run_0007172,agent_031,2026-02-15 23:09:31,code_generation,Write and debug a finance script for this task,60,5,finance,Plan-and-Execute,llama-3.3-70b,True,469,5,calculator;calendar,5,3,1.48,854,80,934,0.000567,0.0,,0.4165,0.1832,True,Success,completed within budget,0.3815,3.0
run_0007173,agent_031,2026-01-11 15:46:24,data_analysis,Analyze the healthcare data and summarize the main trends,36,2,healthcare,Tree-of-Thought,gpt-4o,True,210,28,rag_retrieve;email_send,7,6,2.74,2574,83,2657,0.007265,11.0,0.7973,,0.2174,True,Success,completed within budget,0.6857,4.0
run_0007174,agent_016,2026-03-19 07:18:10,data_analysis,Analyze the general data and summarize the main trends,15,4,general,Single-shot,gpt-4o,True,308,37,crm_lookup;web_search,5,3,0.96,611,121,732,0.002738,0.0,,0.552,,True,Success,goal satisfied,0.6938,3.0
run_0007175,agent_029,2026-02-08 00:01:01,planning,Draft a step-by-step plan for this ecommerce objective,41,6,ecommerce,Plan-and-Execute,llama-3.3-70b,True,297,39,code_exec;chart_gen,5,2,0.97,1052,126,1178,0.00072,2.0,0.4091,0.1973,0.5655,True,Success,completed within budget,0.0949,2.0
run_0007176,agent_037,2026-03-28 15:55:41,multi_step_workflow,Run the full finance workflow across the connected tools,178,8,finance,ReAct,gpt-4o,False,0,5,file_reader;crm_lookup,5,4,0.64,1619,39,1658,0.004438,6.0,0.5285,0.4499,0.6508,True,Success,goal satisfied,0.4563,4.0
run_0007177,agent_021,2026-03-06 04:07:37,data_analysis,Analyze the healthcare data and summarize the main trends,16,5,healthcare,Tree-of-Thought,gemini-flash,True,128,35,calendar;calculator;api_call;sql_query;vector_search;email_send,9,5,3.05,1817,193,2010,0.000194,7.0,0.8296,0.7127,0.2706,True,Success,completed within budget,0.8489,5.0
run_0007178,agent_042,2026-01-29 21:12:03,planning,Draft a step-by-step plan for this healthcare objective,63,7,healthcare,Tree-of-Thought,llama-3.3-70b,False,0,24,calculator;api_call;file_reader;sql_query;calendar,2,0,1.18,364,36,400,0.000243,0.0,,0.304,0.7,False,Hallucination,cited a source that does not exist,0.2349,2.0
run_0007179,agent_004,2026-01-24 13:01:58,code_generation,Write and debug a ecommerce script for this task,52,7,ecommerce,ReAct,gpt-4o-mini,True,111,16,crm_lookup;vector_search;api_call;chart_gen;email_send;sql_query;calendar,8,5,1.33,1297,112,1409,0.000262,5.0,0.3986,0.269,0.7834,True,Success,goal satisfied,0.6811,3.0
run_0007180,agent_047,2026-01-12 23:13:57,planning,Draft a step-by-step plan for this tech_support objective,57,4,tech_support,Plan-and-Execute,gpt-4o,True,124,12,web_search,6,4,0.84,492,134,626,0.00257,0.0,,,0.4309,True,Success,completed within budget,0.5182,3.0
run_0007181,agent_041,2026-03-28 18:24:08,summarization,Summarize these healthcare documents into a short brief,57,4,healthcare,ReAct,gemini-flash,True,116,34,api_call;web_search;code_exec;vector_search,9,4,3.53,2089,119,2208,0.000192,9.0,0.5408,0.5027,0.3718,True,Success,resolved on first attempt,0.5696,4.0
run_0007182,agent_005,2026-03-12 00:08:36,summarization,Summarize these ecommerce documents into a short brief,33,3,ecommerce,ReAct,gemini-flash,True,312,13,calculator;chart_gen;api_call;web_search;calendar,3,3,2.01,626,118,744,8.2e-05,0.0,,0.5126,0.4542,True,Success,completed within budget,0.2734,3.0
run_0007183,agent_011,2026-01-28 08:37:57,extraction,Extract the structured fields from these legal records,71,3,legal,Tree-of-Thought,gpt-4o-mini,True,83,14,email_send;sql_query;calculator;chart_gen,4,7,0.86,1340,49,1389,0.00023,5.0,0.7226,0.6765,0.3353,True,Success,resolved on first attempt,0.6664,4.0
run_0007184,agent_035,2026-02-22 15:08:06,multi_step_workflow,Run the full general workflow across the connected tools,58,7,general,ReAct,gpt-4o-mini,True,117,18,file_reader;calculator;calendar,8,7,1.13,811,101,912,0.000182,2.0,0.4678,0.4535,0.7117,True,Success,resolved on first attempt,0.3663,3.0
run_0007185,agent_010,2026-02-18 00:39:39,summarization,Summarize these general documents into a short brief,23,3,general,ReAct,llama-3.3-70b,False,0,25,rag_retrieve;vector_search;sql_query,4,1,0.96,1417,123,1540,0.000933,6.0,0.68,0.7506,0.4675,True,Success,resolved on first attempt,0.5666,3.0
run_0007186,agent_006,2026-01-28 17:05:12,data_analysis,Analyze the healthcare data and summarize the main trends,31,3,healthcare,ReAct,qwen2.5-7b,True,597,34,sql_query;code_exec,3,3,1.88,898,76,974,0.000195,0.0,,0.5645,0.4188,True,Success,resolved on first attempt,0.4218,3.0
run_0007187,agent_029,2026-02-05 11:57:37,planning,Draft a step-by-step plan for this ecommerce objective,70,6,ecommerce,Plan-and-Execute,llama-3.3-70b,False,0,21,calculator,5,5,1.37,1019,136,1155,0.000709,4.0,0.6451,0.7142,0.5759,True,Success,completed within budget,0.5646,4.0
run_0007188,agent_006,2026-01-07 16:25:29,data_analysis,Analyze the general data and summarize the main trends,39,6,general,ReAct,llama-3.3-70b,True,300,29,chart_gen;rag_retrieve;email_send;file_reader,7,2,0.68,621,74,695,0.000425,0.0,0.0627,0.0,0.6818,True,Success,goal satisfied,0.3284,3.0
run_0007189,agent_003,2026-02-18 15:26:03,planning,Draft a step-by-step plan for this legal objective,70,8,legal,Reflexion,claude-sonnet,True,664,22,rag_retrieve;email_send;code_exec;web_search;api_call;crm_lookup,7,2,1.31,1682,56,1738,0.005886,3.0,0.3551,0.1232,0.5829,True,Success,goal satisfied,0.4615,4.0
run_0007190,agent_014,2026-01-04 16:42:46,research_qa,What does the latest education research say about this question?,28,3,education,ReAct,gpt-4o-mini,True,228,12,vector_search;chart_gen,2,4,1.26,1557,56,1613,0.000267,5.0,0.7653,0.6149,0.2459,True,Success,goal satisfied,0.5651,3.0
run_0007191,agent_045,2026-03-06 17:42:27,data_analysis,Analyze the ecommerce data and summarize the main trends,44,7,ecommerce,ReAct,gpt-4o,True,581,19,email_send;api_call;vector_search;chart_gen;code_exec,3,2,1.04,1549,37,1586,0.004242,4.0,0.6519,0.5594,0.5072,False,Planning Error,looped without making progress,0.1968,2.0
run_0007192,agent_039,2026-03-06 03:50:33,summarization,Summarize these general documents into a short brief,54,5,general,ReAct,gpt-4o,False,0,4,calendar;email_send;chart_gen,6,7,1.19,354,93,447,0.001815,0.0,,0.5267,0.4531,True,Success,resolved on first attempt,0.5179,3.0
run_0007193,agent_041,2026-01-13 21:18:04,research_qa,What does the latest general research say about this question?,55,4,general,ReAct,gpt-4o,True,95,12,file_reader;web_search;crm_lookup;rag_retrieve,2,1,1.07,2690,56,2746,0.007285,12.0,0.8971,0.8661,0.2358,False,Hallucination,cited a source that does not exist,0.4205,3.0
run_0007194,agent_043,2026-01-04 21:22:14,customer_support,Help resolve this tech_support customer issue end to end,81,6,tech_support,ReAct,llama-3.3-70b,True,630,6,api_call,5,4,3.96,1913,53,1966,0.001171,4.0,0.5957,0.7809,0.4862,True,Success,completed within budget,0.7314,5.0
